v_code	v_name	v_addr	lat0	lng0
bre	broome - male oval	off napier terrace   broome wa	-17.955280	122.242850
btc	broome turf club	gantheaume point road  broome wa	-17.975640	122.184070
brl	brothers leagues club	99 -105 anderson st  manunda qld	-16.915880	145.746700
bss	brothers sports club	shamrock room 130 takalvan st  bundaberg qld	-24.864960	152.348650
brz	brotzeit 140	shop 6 140 william street  perth wa	-31.952325	115.857827
bam	brown alley	240 king street  melbourne vic	-37.814480	144.954920
bwk	brunswick town hall	233 sydney rd  brunswick vic	-37.771850	144.960840
bfr	brush farm house	19 lawson street  eastwood nsw	-33.793754	151.066887
bdb	buddha bar	byron bay premium brewery        1 skinners shoot road byron bay  nsw	-28.645190	153.604660
bud	buddha gardens day spa	19-23 gordon street  byron bay qld	-28.644830	153.606980
btn	buderim tavern	81 burnett st  buderim qld	-26.687960	153.048610
bul	bulahdelah golf club	pacific highway  bulahdelah nsw	-32.412830	152.209960
bhp	bunbury hay park north	cnr parade rd & bussel highway  bunnury wa	-33.370730	115.642110
bpj	bunbury pilot jetty	adjacent to casuarina harbour casuarina drive  wa	-33.319770	115.639130
bby	bunbury regional entertainment centre	2 blair street  bunbury wa	-33.322166	115.637702
x-bun	bunbury regional entertainment centre	cnr blair st and symmons st  bunbury wa	-33.323280	115.638590
bsw	bunbury speedway	north boyanup road  bunbury wa	-33.354620	115.666550
kfp	bundaberg - kendalls flat	kendalls flat bourbong street bundaberg qld	-24.866350	152.347660
bai	bundaberg airport	airport drive  bundaberg qld	-24.895230	152.321460
bat	bundy agro trend grounds	7 kendalls road  bundaberg qld	-24.893714	152.309829
bng	bungy australia	po box 806  southport qld	-27.967310	153.414520
bha	burdekin memorial hall	161 queen street   ayr qld	-19.576560	147.404210
bso	burleigh bears bob singh oval	pacific avenue  miami  qld	-28.062440	153.432190
bsr	burnie - burnie sports ground	  upper burnie  tas	-41.073980	145.900200
bnl	burnley oval	corner swan street and madden grove  burnley vic	-37.827250	145.017120
bns	burnside shopping centre	15-25 westwood drive  burnside vic	-37.759122	144.753977
blm	burnside town hall (burnside ballroom)	cnr greenhill and portrush rds  tusmore sa	-34.939088	138.642501
buh	burt hall	st george's cathedral 38 st george’s terrace perth wa	-31.955852	115.861289
brp	burwood park	cnr burwood road and park avenue  burwood nsw	-33.874280	151.104300
bwd	burwood rsl club	96 shaftesbury road burwood sydney nsw	-33.880730	151.106780
bed	burwood rsl entertainment dome	96 shaftesbury road  burwood nsw	-33.880730	151.106780
bub	bus bay	charles west ave  margaret river wa	-33.950030	115.072730
bwe	bushwacker ecotours	po box 13020 george street brisbane qld	-27.471740	153.024310
bje	busselton jetty	busselton beachfront  busselton wa	-33.644019	115.344225
bus	busselton signal park	cnr marine tce & queen street  busselton wa	-28.242170	153.567900
hbb	butler street reserve - byron bay	butler street  byron bay  nsw	-28.645670	153.610710
bbr	byron bay beach resort	bayshore drive  byron bay nsw	-28.629240	153.584350
bbc 	byron bay community hall	johnson street  byron bay nsw	-28.644160	153.612380
bbh	byron bay high school	1 broken head rd  byron bay nsw	-28.671370	153.611900
bdc	byron cinemas	108 jonson street  byron bay nsw	-28.647530	153.612790
bkh	byron kennedy hall	entertainment quarter  moore park nsw	-33.894350	151.227020
cxc	c.ex coffs	1 vernon st  coffs harbour nsw	-30.293164	153.115568
isc	c.ex coffs international stadium	hogbin drive  coffs harbour nsw	-30.331260	153.109900
cmh	caboolture memorial hall	cnr beerburrum & erskine streets  caboolture qld	-27.018270	152.944980
crs	caboolture rsl	beerbaum & erskin st  caboolture qld	-27.083130	152.951640
cbs	caboolture showgrounds	beerburrum rd   caboolture qld	-27.063000	152.948610
een	caboose canteen	4 city square  melbourne vic	-37.815760	144.966852
mca	caffe acqua	shop 48-51 corner of hutchinson and morphett street  mount barker sa	-33.860060	151.208950
crq	cairns	munro martin park  cairns qld	-16.919320	145.770690
ccq	cairns convention centre	cnr wharf street & sheridan st  cairns qld	-16.927490	145.777740
cih	cairns international hotel	17 abbott street  cairns qld	-16.924720	145.778650
ctq	cairns international tennis centre	358-368 sheridan street  north cairns qld	-16.902462	145.757049
csg	cairns showgrounds	cnr severin st & mulgrave rd  cairns qld	-16.925430	145.764450
csi	cairns state high school	crosswell hall digger street entrance cairns qld	-16.923399	145.773851
ctz	cairns tropical zoo	captain cook hwy  palm cove  qld	-16.735260	145.659830
cep	calais estate	151 palmers lane pokolbin hunter valley nsw	-32.758960	151.323940
cpv	calder park	calder freeway  keilor vic	-37.709900	144.824640
cpk	calder park raceway	calder freeway  keilor vic	-37.709900	144.824640
kba	caloundra music festival	kings beach amphitheatre devene avenue kings beach  qld	-26.800820	153.141410
cal	caloundra power boat club	dolphin room woorim park the esplanade  caloundra qld	-26.806850	153.133080
csl	caloundra rsl	19 west tce  caloundra qld	-26.799880	153.120790
tcc 	camberwell centre	340 camberwell road  camberwell vic	-37.834100	145.057330
cbh	cambridge hotel	789 hunter street  newcastle west nsw	-32.924900	151.757710
cvc	camden civic centre	oxley street  camden  nsw	-34.053200	150.693660
koe	camden valley way	elderslie   nsw	-34.049803	150.714039
ncs	camp shortland	opposite nobby’s beach  newcastle nsw	-32.926700	151.778890
x-cam	campbell st church	11 campbell st  balmain nsw	-33.857070	151.185050
cam	campbell’s cove	hickson rd  the rocks nsw	-33.856930	151.209958
pah	campbelltown - performing arts high school oval	off chamberlain street  campbelltown nsw	-34.063280	150.822760
cac	campbelltown catholic club	20-22 camden road  campbelltown nsw	-34.071670	150.808580
cbg	campbelltown city bicentennial art gallery	art gallery road campbelltown sydney nsw	-34.073520	150.808140
clc	campbelltown city hotel	138 queen st   campbelltown nsw	-34.066240	150.814680
ctr 	campbelltown rsl	carberry lane  campbelltown nsw	-34.067860	150.814940
css	campbelltown sports stadium	cnr pembroke road & rose payten drive  leumeah nsw	-34.050400	150.833700
can.st	canb	battye street bruce griffith act	NULL	NULL
cbk	canberra burns club	8 kett street kambah canberra act	-35.282000	149.128680
chacbc	canberra business centre	exhibition room  regatta point act	-35.282000	149.128680
erc	canberra business centre	exhibition room  regatta point act	-35.282000	149.128680
ceq	canberra equestrian centre	cnr hindmarsh & eucumbene drives  chapman act	-35.340518	149.026246
cgg	canberra girls grammar school	melbourne avenue  forrest act	-35.315340	149.118330
hgk	canberra glassworks	11 wentworth avenue  kingston act	-35.311690	149.144760
chk	canberra hockey centre	196 mouat street  lyneham act	-35.244590	149.127250
cla	canberra labor club	chandler street  belconnen act	-35.239680	149.070460
cmg	canberra museum and gallery	civic square london circuit  canberra act	-35.283140	149.130540
car	canberra racecourse	randwick road lyneham canberra act	-35.244190	149.126260
scj	canberra southern cross club - jamison	corner catchpole & bowman streets  jamison act	-35.252059	149.069891
sce	canberra southern cross club - tuggeranong	corner pitman & holwell streets  tuggeranong act	-35.415695	149.064510
scu	canberra southern cross club - woden	92-96 corinna street  woden  act	-35.345530	149.089450
scy	canberra southern cross yacht club	mariner place  yarralumla  act	-35.299144	149.117200
canbst	canberra stadium	battye street  bruce act	-35.250030	149.102660
ctc	canberra theatre	civic square london circuit canberra city act	-35.283140	149.130540
ctf	canberra theatre forecourt	civic square/london circuit  canberra act	-35.281570	149.130350
cpt	canberra's parliamentary triangle	parkes place  canberra act	-35.300910	149.134080
chu	canterbury hurlstone park rsl	20-26 canterbury rd  hurlstone park nsw	-33.905910	151.127750
can	canterbury park racecourse	king street  canterbury nsw	-33.906270	151.118560
cpl	capalaba - cnr moreton bay & redland bay roads	  capalaba qld	-27.522350	153.191320
cli	cape leeuwin lighthouse	leeuwin rd  augusta western australia	-34.374954	115.136348
cpm	cape mentelle vineyards	lot 331 wallcliffe road  margaret river  wa	-33.962189	115.041374
cnw	cape naturalist vineyard	1 coley rd  yallingup  wa	-33.665370	115.030990
cpn	cape naturaliste	1267 cape naturaliste road  leeuwin-naturaliste national park western australia	-33.537200	115.018770
ccu	capella cultural centre	peakdown street  capella qld	-23.086110	148.023260
cpw	capercaillie wine company	4 londons road lovedale hunter valley wine country nsw	-32.785770	151.355270
wce	capital entertainment centre	109 bayliss street wagga wagga   nsw	-35.110079	147.369890
x-cap	capital theatre	13 campbell st  haymarket nsw	-33.879770	151.206130
ctp	capitol	393 murray street  perth wa	-31.951440	115.854080
cap	capitol theatre	113 swanston st    melbourne vic 	-37.815030	144.966020
tmw	capitol theatre tamworth	level 1 centrepoint shopping centre peel street tamworth nsw	-31.090930	150.930010
cta	capri theatre	141 goodwood rd  goodwood sa	-34.952950	138.589850
cau	capulet bar	188 brunswick street  fortitude valley queensland	-27.455960	153.032090
cdp	cardiff panthers	cnr pendlebury & munibung road  cardiff nsw	-32.942780	151.654050
din	cardinia cultural centre	40 lakeside blvd  pakenham vic	-38.063303	145.454623
crg	cargo bar	52-60 the promonade king street wharf sydney nsw	-33.873650	151.206890
cai	carindale interchange	carindale bus interchange h carindale st carindale shopping centre carindale qld	-27.503260	153.100120
crz	caringbah bizzos	22-24 mackay st  caringbah nsw	-34.042350	151.124070
cbz	caringbah bizzo's	22-24 mackay st  caringbah nsw	-34.042350	151.124070
cch	carlton crest hotel	65 queens rd   melbourne  vic	-37.849780	144.978660
cah	carlton hotel	350 church street  parramatta nsw	-33.810200	151.004960
prk	carpark at melbourne museum	11 nicholson st  carlton vic	-37.803657	144.972326
ckc	carr and kleemann chapel	1 morphett street  mount barker sa	-35.066400	138.856230
ics	carrara indoor stadium	broadbeach-nerang road  carrara gold coast	-28.010460	153.367820
cra	carrara sporting stadium	nerang-broadbeach road  carrara  qld	-28.011990	153.373010
cws	carriageworks - bay 17	245 wilson street  eveleigh nsw	-33.894190	151.189310
crw	carriageworks - bay 20	245 wilson street  eveleigh nsw	-33.894190	151.189310
cwn	carriageworks 17	245 wilson st  eveleigh nsw	-33.894190	151.189310
x-cwn	carriageworks 17	245 wilson st  eveleigh nsw	-33.894190	151.189310
cpu	carrington park	howick street  bathurst nsw	-33.419560	149.585123
basshill04	carysfield reserve	hume highway  bass hill nsw	-33.897530	150.993090
cas	casino canberra	binara street  canberra act	-35.282260	149.134360
cae	castelli estate	380 mt shadforth rd  denmark wa	-34.957116	117.321024
pem	castle bay beach	castle rock road off meelup beach road   dunsborough	-33.581190	115.094790
cbb	castle bay beach	castle rock road off meelup beach road  dunsborough wa	-33.586817	115.082684
chl	castle hill rsl	77 castle st  castle hill nsw	-33.726710	150.997480
hlp	castle hill showground	showground rd  castle hill nsw	-33.726390	150.990210
chg	castle hill showgrounds - sydney	showgrounds road  castle hill  nsw	-33.726390	150.990210
cht	castle hill tavern	25 victoria avenue  castle hill nsw	-33.727720	150.979580
cgt	castlemaine gaol ghost tour victoria	departs from old castlemaine gaol 36 bowden street  castlemaine vic	-37.062109	144.211398
cph	casula powerhouse theatre	casula powerhouse arts centre 1 casula road casula nsw	-33.946820	150.900780
cga	catani gardens	beaconsfield pde  st kilda west vic	-37.861550	144.971590
bct	catch a coach - departs ballarat	departs: civic hall mair street    ballarat vic	-37.558920	143.850820
cct	catch a coach - departs cranbourne	departs: service road in front of kfc south gippsland highway melways map 133 ref k4   vic	-37.471310	144.785150
lct	catch a coach - departs geelong	departs: brougham street busport terminal  melways map 401 ref g2   vic	-37.471310	144.785150
mct	catch a coach - departs melbourne city	departs: federation square near corner of flinders and russell street. melbourne vic	-37.811830	144.967580
uct	catch a coach - departs monash university	departs: main entrance off wellington road  (restricted parking inside) melways map 70 ref f12   vic	-37.471310	144.785150
cathyfree	cathy freeman park	herb elliott ave sydney olympic park sydney nsw	-33.846100	151.066400
cge	caulfield glen eira town hall	cnr glen eira & hawthorn rd  caulfield vic	-37.878810	145.013490
csk	caulfield racecourse	station street  caulfield vic	-37.866740	145.030280
cwg	cawarral recreation grounds	annie drive  cawarral qld	-23.253110	150.670380
cax	caxton street	caxton street  petrie terrace qld	-27.463430	153.011140
caz	cazalys stadium cairns	344 mulgrave road westcourt cairns qld	-16.936910	145.749280
skl	cbus super stadium	(formerly: skilled park) centreline place robina qld	-28.068950	153.378530
bcementbox	cement box theatre	university of queensland union road st lucia qld	-27.502040	153.006550
cfa	centenary field albion park rail	croom rd sports complex albion park rail wollongong nsw	-34.561160	150.796110
cnh	centenary hall	cox rd  norlane vic	-38.082850	144.347630
ceo	centenary oval port lincoln	park terrace port lincoln  sa	-34.721529	135.855418
cet	centenary tavern	96 summers road   middle park qld	-27.554970	152.923690
ctt	centenary theatre tasuni	grosvenor cres  sandybay hobart tas	-42.902320	147.327450
cen	centennial park	corner of george street and druitt street sydney  nsw	-33.873177	151.206573
x-cen	centennial park	  sydney nsw	-33.873650	151.206890
mlc	centennial park melbourne	royal botanic gradens  central lawn gate d - birdwood avenue melbourne vic	-37.831160	144.976770
x-ctv	centennial vineyards	centennial rd  bowral nsw	-34.465380	150.401100
ccl	central coast leagues club	dane drive  gosford nsw	-33.430140	151.339000
