sub,state,postcode
billys creek,NSW,2453
billywillinga,NSW,2795
biloela,QLD,4715
bilpin,NSW,2758
bilyana,QLD,4854
bimberi,NSW,2611
bimbi,NSW,2810
bimbijy,WA,6472
bimbimbie,NSW,2536
bimbourie,VIC,3533
binalong,NSW,2584
binalong bay,TAS,7216
binda,NSW,2583
bindera,NSW,2422
bindi,VIC,3896
bindi bindi,WA,6574
bindoon,WA,6502
bindoon training area,WA,6502
binduli,WA,6430
bingara,NSW,2404
bingeebeebra creek,NSW,2469
bingegang,QLD,4702
bingie,NSW,2537
bingil bay,QLD,4852
binginwarri,VIC,3966
bingleburra,NSW,2311
bingo munjie,VIC,3898
biniguy,NSW,2399
binjour,QLD,4625
binjura,NSW,2630
binna burra,NSW,2479
binna burra,QLD,4211
binnaway,NSW,2395
binningup,WA,6233
binnu,WA,6532
binnum,SA,5262
binya,NSW,2665
birchgrove,NSW,2041
birchip,VIC,3483
birchip west,VIC,3483
birchmont,WA,6214
birchmore,SA,5223
birchs bay,TAS,7162
birdsville,QLD,4482
birdwood,NSW,2446
birdwood,SA,5234
birdwoodton,VIC,3505
birganbigil,NSW,2710
birkalla,QLD,4854
birkdale,QLD,4159
birkenhead,SA,5015
birmingham gardens,NSW,2287
birnam,QLD,4285
birnam,QLD,4352
birralee,TAS,7303
birregurra,VIC,3242
birriwa,NSW,2844
birrong,NSW,2143
birtinya,QLD,4575
bishops bridge,NSW,2326
bishopsbourne,TAS,7301
bithramere,NSW,2340
bittern,VIC,3918
black creek,NSW,2439
black creek,NSW,2729
black duck creek,QLD,4343
black forest,SA,5035
black head,NSW,2430
black hill,VIC,3350
black hill,SA,5353
black hill,NSW,2322
black hills,TAS,7140
black hollow,NSW,2828
black mountain,NSW,2365
black mountain,QLD,4563
black point,SA,5571
black range,NSW,2550
black range,VIC,3381
black river,QLD,4818
black river,TAS,7321
black rock,VIC,3193
black rock,SA,5431
black rock north,VIC,3193
black snake,QLD,4600
black springs,SA,5413
black springs,NSW,2787
blackall,QLD,4472
blackalls park,NSW,2283
blackburn,VIC,3130
blackburn north,VIC,3130
blackburn south,VIC,3130
blackbutt,NSW,2529
blackbutt,QLD,4306
blackbutt north,QLD,4306
blackbutt south,QLD,4306
blackdown,QLD,4702
blackett,NSW,2770
blackfellows caves,SA,5291
blackfellows creek,SA,5201
blackford,SA,5275
blackheath,VIC,3401
blackheath,NSW,2785
blackmans bay,TAS,7052
blackmans flat,NSW,2790
blackmans point,NSW,2444
blackrock,QLD,4850
blacks beach,QLD,4740
blacksmiths,NSW,2281
blacksoil,QLD,4306
blackstone,QLD,4304
blackstone heights,TAS,7250
blacktown,NSW,2148
blackville,NSW,2343
blackwall,TAS,7275
blackwall,NSW,2256
blackwarry,VIC,3844
blackwater,QLD,4717
blackwood,SA,5051
blackwood,VIC,3458
blackwood creek,TAS,7301
blair athol,NSW,2560
blair athol,SA,5084
blairgowrie,VIC,3942
blairmore,QLD,4625
blairmount,NSW,2559
blakebrook,NSW,2480
blakehurst,NSW,2221
blakeview,SA,5114
blakeville,VIC,3342
blakiston,SA,5250
blakney creek,NSW,2581
blampied,VIC,3364
blanche harbor,SA,5700
blanchetown,SA,5357
blanchview,QLD,4352
bland,NSW,2721
blandford,NSW,2338
blantyre,QLD,4310
blaxcell,NSW,2142
blaxland,NSW,2774
blaxland,QLD,4405
blaxland east,NSW,2774
blaxlands creek,NSW,2460
blaxlands ridge,NSW,2758
blayney,NSW,2799
blenheim,QLD,4341
blessington,TAS,7212
bletchley,SA,5255
blewitt springs,SA,5171
bli bli,QLD,4560
bligh park,NSW,2756
blighty,NSW,2713
blind bight,VIC,3980
blinman,SA,5730
bloomfield,QLD,4895
bloomsbury,QLD,4799
blowering,NSW,2720
blowhard,VIC,3352
blue bay,NSW,2261
blue haven,NSW,2262
blue knob,NSW,2480
blue mountain,QLD,4737
blue mountain heights,QLD,4350
blue nobby,NSW,2408
blue rocks,TAS,7255
blue vale,NSW,2380
bluewater,QLD,4818
bluewater park,QLD,4818
blueys beach,NSW,2428
bluff,QLD,4702
bluff beach,SA,5575
bluff point,WA,6530
blumont,TAS,7260
blyth,SA,5462
blythdale,QLD,4455
blythewood,WA,6208
bo peep,VIC,3351
boallia,WA,6280
boambee,NSW,2450
boambee east,NSW,2452
boambolo,NSW,2582
boat harbour,NSW,2316
boat harbour,NSW,2480
boat harbour,TAS,7321
boat harbour beach,TAS,7321
boatswain point,SA,5275
bobadah,NSW,2877
bobalong,WA,6320
bobin,NSW,2429
bobinawarrah,VIC,3678
bobs creek,NSW,2443
bobs farm,NSW,2316
bobundara,NSW,2630
bochara,VIC,3301
bockelberg,SA,5655
boco,NSW,2631
bocoble,NSW,2850
bocobra,NSW,2865
boconnoc park,SA,5453
bodalla,NSW,2545
bodallin,WA,6424
bodangora,NSW,2820
boddington,WA,6390
boeill creek,NSW,2739
bogan,NSW,2826
bogan gate,NSW,2876
bogandilla,QLD,4425
bogangar,NSW,2488
bogee,NSW,2849
boggabilla,NSW,2409
boggabri,NSW,2382
bogie,QLD,4805
bogong,VIC,3699
bohena creek,NSW,2390
bohle,QLD,4818
bohle plains,QLD,4817
bohnock,NSW,2430
boho,VIC,3669
boho south,VIC,3669
boigbeat,VIC,3531
boigu island,QLD,4875
boilup,WA,6394
boinka,VIC,3490
boisdale,VIC,3860
bokal,WA,6392
bokarina,QLD,4575
bolangum,VIC,3387
bolaro,NSW,2629
bolgart,WA,6568
bolinda,VIC,3432
bolivar,SA,5110
bolivia,NSW,2372
bollier,QLD,4570
bollon,QLD,4488
bolong,NSW,2540
bolto,SA,5238
bolton,VIC,3546
bolton point,NSW,2283
bolwarra,NSW,2320
bolwarra,VIC,3305
bolwarra heights,NSW,2320
bolwarrah,VIC,3352
bom bom,NSW,2460
bomaderry,NSW,2541
bombah point,NSW,2423
bombala,NSW,2632
bombay,NSW,2622
bombeeta,QLD,4871
bombira,NSW,2850
bombo,NSW,2533
bombowlee,NSW,2720
bombowlee creek,NSW,2720
bomen,NSW,2650
bomera,NSW,2357
bon accord,QLD,4625
bona vista,VIC,3820
bonalbo,NSW,2469
bonang,VIC,3888
bonbeach,VIC,3196
bond university,QLD,4229
bondi,NSW,2026
bondi beach,NSW,2026
bondi forest,NSW,2632
bondi junction,NSW,1355
bondi junction,NSW,2022
bondoola,QLD,4703
bonegilla,VIC,3691
boneo,VIC,3939
bongaree,QLD,4507
bongeen,QLD,4356
bonn,VIC,3561
bonnells bay,NSW,2264
bonner,ACT,2914
bonnet bay,NSW,2226
bonnet hill,TAS,7053
bonnie doon,VIC,3720
bonnie doon,QLD,4873
bonnie rock,WA,6479
bonniefield,WA,6525
bonny hills,NSW,2445
bonnyrigg,NSW,2177
bonnyrigg heights,NSW,2177
bonogin,QLD,4213
bonshaw,NSW,2361
bonshaw,VIC,3352
bonshaw,QLD,4385
bonville,NSW,2450
bony mountain,QLD,4370
bonython,ACT,2905
booborowie,SA,5417
boobyalla,TAS,7264
boodarie,WA,6722
boodarockin,WA,6423
boodua,QLD,4401
booerie creek,NSW,2480
boogan,QLD,4871
booie,QLD,4610
book book,NSW,2650
bookaar,VIC,3260
bookabie,SA,5690
bookara,WA,6525
booker bay,NSW,2257
bookham,NSW,2582
bookookoorara,NSW,2372
bookpurnong,SA,5333
bookram,NSW,2460
bool lagoon,SA,5271
boola,VIC,3825
boolambayte,NSW,2423
boolarong,VIC,3960
boolaroo,NSW,2284
boolarra,VIC,3870
boolarra south,VIC,3870
boolboonda,QLD,4671
boolburra,QLD,4702
boolcarroll,NSW,2388
boole poole,VIC,3880
booleroo centre,SA,5482
boolgun,SA,5330
booligal,NSW,2711
boolijah,NSW,2540
boolite,VIC,3392
boomahnoomoonah,VIC,3728
boomanoomana,NSW,2712
boomer bay,TAS,7177
boomerang beach,NSW,2428
boomey,NSW,2866
boomi,NSW,2405
boomi creek,NSW,2476
boompa,QLD,4621
boona mount,NSW,2877
boonah,VIC,3235
boonah,QLD,4310
boonal,NSW,2409
boonanarring,WA,6503
boonara,QLD,4601
boonarga,QLD,4413
boondall,QLD,4034
boondandilla,QLD,4406
boondooma,QLD,4613
boonerdo,SA,5633
boonoo boonoo,NSW,2372
boonooroo,QLD,4650
boonooroo plains,QLD,4650
boorabbin,WA,6429
boorabee park,NSW,2480
booragoon,WA,6154
booragoon,WA,6954
booragul,NSW,2284
booral,NSW,2425
booral,QLD,4655
booralaming,WA,6475
boorara,WA,6431
boorara brook,WA,6262
boorcan,VIC,3265
boorga,NSW,2652
boorganna,NSW,2429
boorhaman,VIC,3678
boorhaman east,VIC,3678
boorhaman north,VIC,3685
boorolite,VIC,3723
boorolong,NSW,2350
booroobin,QLD,4552
boorook,NSW,2372
boorool,VIC,3953
boorooma,NSW,2650
booroorban,NSW,2710
boorowa,NSW,2586
boors plain,SA,5554
boort,VIC,3537
boosey,VIC,3730
bootawa,NSW,2430
bootenal,WA,6532
boothendarra,WA,6521
booti booti,NSW,2428
booubyjan,QLD,4601
booval,QLD,4304
booval fair,QLD,4304
booyal,QLD,4671
booyong,NSW,2480
bora ridge,NSW,2471
borah creek,NSW,2346
borallon,QLD,4306
boralma,VIC,3682
borambil,NSW,2343
borambola,NSW,2650
boranup,WA,6286
borden,WA,6338
border ranges,NSW,2474
borderdale,WA,6320
bordertown,SA,5268
bordertown south,SA,5268
boree,NSW,2800
boree creek,NSW,2652
boreen point,QLD,4565
borenore,NSW,2800
bornes hill,VIC,3379
bornholm,WA,6330
boro,NSW,2622
boronia,VIC,3155
boronia heights,QLD,4124
boronia park,NSW,2111
bororen,QLD,4678
borrika,SA,5309
borroloola,NT,0854
borung,VIC,3518
boscabel,WA,6394
bossley park,NSW,2176
bostobrick,NSW,2453
bostocks creek,VIC,3260
boston,SA,5607
botanic ridge,VIC,3977
botany,NSW,2019
botany,NSW,1455
bothwell,TAS,7030
botobolar,NSW,2850
bottle creek,NSW,2469
bouddi,NSW,2251
boulder,WA,6432
boulder creek,QLD,4714
bouldercombe,QLD,4702
boulia,QLD,4829
boundain,WA,6312
boundary bend,VIC,3599
bourbah,NSW,2828
bourke,NSW,2840
bourkelands,NSW,2650
bournda,NSW,2548
bournewood,NSW,2868
bouvard,WA,6211
bovell,WA,6280
bow bowing,NSW,2566
bow bridge,WA,6333
bowan park,NSW,2864
bowden,SA,5007
bowelling,WA,6225
bowen,QLD,4805
bowen hills,QLD,4006
bowen mountain,NSW,2753
bowenfels,NSW,2790
bowenvale,VIC,3465
bowenville,QLD,4404
bower,SA,5374
bowes,WA,6535
boweya,VIC,3675
boweya north,VIC,3675
bowgada,WA,6623
bowhill,SA,5238
bowillia,SA,5461
bowling alley point,NSW,2340
bowman,NSW,2422
bowman farm,NSW,2422
bowmans,SA,5550
bowmans creek,NSW,2330
bowmans forest,VIC,3735
bowna,NSW,2644
bowning,NSW,2582
bowral,NSW,2576
bowraville,NSW,2449
bowser,VIC,3678
box head,NSW,2257
box hill,VIC,3128
box hill,NSW,2765
box hill north,VIC,3129
box hill south,VIC,3128
box ridge,NSW,2357
boxers creek,NSW,2580
boxwood,VIC,3725
boxwood hill,WA,6338
boya,WA,6056
boyanup,WA,6237
boyatup,WA,6450
boydtown,NSW,2551
boyer,TAS,7140
boyerine,WA,6316
boyland,QLD,4275
boyne island,QLD,4680
boyne valley,QLD,4680
boynedale,QLD,4680
boyneside,QLD,4610
boynewood,QLD,4626
boyup brook,WA,6244
brabham,WA,6055
bracalba,QLD,4512
bracewell,QLD,4695
bracken ridge,QLD,4017
bracknell,TAS,7302
bradbury,SA,5153
bradbury,NSW,2560
braddon,ACT,2612
bradford,VIC,3463
bradvale,VIC,3361
brady creek,SA,5381
bradys lake,TAS,7140
braefield,NSW,2339
braemar,NSW,2575
braemar bay,NSW,2628
braemeadows,QLD,4850
braemore,QLD,4313
braeside,VIC,3195
brahma lodge,SA,5109
braidwood,NSW,2622
braitling,NT,0870
bramfield,SA,5670
bramley,WA,6285
bramston beach,QLD,4871
branch,QLD,4856
branch,QLD,4859
branch,QLD,4856
branch creek,QLD,4625
branchview,QLD,4352
branditt,VIC,3630
brandon,QLD,4808
brandon park,VIC,3150
brandum,TAS,7304
brandy creek,VIC,3821
brandy creek,QLD,4800
brandy hill,NSW,2324
branxholm,TAS,7261
branxholme,VIC,3302
branxton,NSW,2335
branyan,QLD,4670
brassall,QLD,4305
braunstone,NSW,2460
bravington,VIC,3821
brawboy,NSW,2337
bray,SA,5276
bray park,QLD,4500
bray park,NSW,2484
braybrook,VIC,3019
brays creek,NSW,2484
brayton,NSW,2579
brazier,WA,6251
breadalbane,TAS,7258
breadalbane,QLD,4800
breadalbane,NSW,2581
breakaway,QLD,4825
breakaway creek,VIC,3303
breakfast creek,NSW,2849
breakfast point,NSW,2137
breakwater,VIC,3219
bream beach,NSW,2540
bream creek,TAS,7175
breamlea,VIC,3227
bredbo,NSW,2626
breddan,QLD,4820
breelong,NSW,2827
breera,WA,6503
breeza,NSW,2381
bremer,QLD,4305
bremer bay,WA,6338
brenanah,VIC,3517
brenda park,SA,5320
brendale,QLD,4500
brendale bc,QLD,4500
brentford square,VIC,3131
brentwood,WA,6153
brentwood,SA,5575
breona,TAS,7304
breton bay,WA,6043
bretti,NSW,2422
brewarrina,NSW,2839
brewongle,NSW,2795
brewster,VIC,3352
briagolong,VIC,3860
briar hill,VIC,3088
briarbrook,NSW,2365
bribbaree,NSW,2594
bribie island,QLD,4507
bribie island north,QLD,4507
bridge creek,VIC,3723
bridgeman downs,QLD,4035
bridgenorth,TAS,7277
bridges,QLD,4561
bridgetown,WA,6255
bridgewater,TAS,7030
bridgewater,VIC,3516
bridgewater,SA,5155
bridgewater north,VIC,3516
bridgman,NSW,2330
bridport,TAS,7262
briens hill,QLD,4860
brierfield,NSW,2454
brigadoon,WA,6069
brigalow,QLD,4412
bright,VIC,3741
bright,SA,5381
brighton,VIC,3186
brighton,QLD,4017
brighton,SA,5048
brighton,TAS,7030
brighton east,VIC,3187
brighton eventide,QLD,4017
brighton north,VIC,3186
brighton road,VIC,3184
brightview,QLD,4311
brightwaters,NSW,2264
brigooda,QLD,4613
bril bril,NSW,2441
brim,VIC,3391
brimbago,SA,5267
brimbin,NSW,2430
brimboal,VIC,3312
brimin,VIC,3685
brimpaen,VIC,3401
brindabella,NSW,2611
brinerville,NSW,2454
bringalbert,VIC,3319
bringalily,QLD,4357
bringelly,NSW,2556
bringenbrong,NSW,3707
bringo,WA,6532
brinkin,NT,0810
brinkley,SA,5253
brinkworth,SA,5464
brinsmead,QLD,4870
brisbane,QLD,4001
brisbane airport,QLD,4008
brisbane city,QLD,4000
brisbane grove,NSW,2580
brisbane market,QLD,4106
brit brit,VIC,3315
brittons swamp,TAS,7330
broadbeach,QLD,4218
broadbeach waters,QLD,4218
broadford,VIC,3658
broadlands,VIC,3875
broadmarsh,TAS,7030
broadmeadow,NSW,2292
broadmeadows,TAS,7330
broadmeadows,VIC,3047
broadmere,QLD,4420
broadview,SA,5083
broadwater,WA,6280
broadwater,QLD,4380
broadwater,VIC,3301
broadwater,NSW,2549
broadwater,NSW,2472
broadway,NSW,2581
broadway,NSW,2007
broadway nedlands,WA,6009
broadwood,WA,6430
brobenah,NSW,2705
brocklehurst,NSW,2830
brocklesby,NSW,2642
brockley,NSW,2365
brockman,WA,6701
brodies plains,NSW,2360
brodribb river,VIC,3888
brogans creek,NSW,2848
brogers creek,NSW,2535
brogo,NSW,2550
broke,NSW,2330
broke,WA,6398
broken creek,VIC,3673
broken head,NSW,2481
broken hill,NSW,2880
broken hill north,NSW,2880
broken hill west,NSW,2880
broken river,QLD,4757
brombin,NSW,2446
bromelton,QLD,4285
bromley,VIC,3472
brompton,SA,5007
bronte,NSW,2024
bronte park,TAS,7140
brookdale,WA,6112
brookdale,NSW,2656
brooker,SA,5607
brookfield,QLD,4069
brookfield,VIC,3338
brookfield,NSW,2420
brookhampton,WA,6239
brookhill,QLD,4816
brooklana,NSW,2450
brooklands,QLD,4615
brooklet,NSW,2479
brooklyn,TAS,7320
brooklyn,NSW,2083
brooklyn,VIC,3012
brooklyn park,SA,5032
brookong,NSW,2656
brooks bay,TAS,7116
brookside centre,QLD,4053
brookstead,QLD,4364
brookton,WA,6306
brookvale,NSW,2100
brookville,VIC,3896
brookwater,QLD,4300
brooloo,QLD,4570
brooman,NSW,2538
broome,WA,6725
broomehill,WA,6318
broomehill east,WA,6318
broomehill village,WA,6318
broomehill west,WA,6318
broomfield,VIC,3364
brooms head,NSW,2463
brooweena,QLD,4620
broughams gate,NSW,2880
broughton,VIC,3418
broughton,NSW,2535
broughton,QLD,4820
broughton vale,NSW,2535
broughton village,NSW,2534
broulee,NSW,2537
brovinia,QLD,4626
brown hill,VIC,3350
brown hill,WA,6431
brown hill creek,SA,5062
brown range,WA,6701
brownlow,SA,5374
brownlow hill,NSW,2570
brownlow ki,SA,5223
browns creek,NSW,2799
browns mountain,NSW,2540
browns plains,VIC,3685
browns plains,QLD,4118
brownsville,NSW,2530
broxburn,QLD,4356
bruarong,VIC,3749
bruce,SA,5433
bruce,ACT,2617
bruce rock,WA,6418
brucedale,NSW,2650
brucknell,VIC,3268
bruie plains,NSW,2875
bruinbun,NSW,2795
brukunga,SA,5252
brumby,VIC,3885
brumby plains,NSW,2476
brundee,NSW,2540
brungle,NSW,2722
brungle creek,NSW,2722
brunkerville,NSW,2323
brunswick,WA,6224
brunswick,VIC,3056
brunswick east,VIC,3057
brunswick heads,NSW,2483
brunswick lower,VIC,3056
brunswick north,VIC,3056
brunswick south,VIC,3055
brunswick west,VIC,3055
brush creek,QLD,4387
brushgrove,NSW,2460
brushy creek,NSW,2365
bruthen,VIC,3885
bryden,QLD,4312
brymaroo,QLD,4403
buangla,NSW,2540
buangor,VIC,3375
buaraba,QLD,4311
buaraba south,QLD,4311
bucasia,QLD,4750
bucca,NSW,2450
bucca,QLD,4670
bucca wauka,NSW,2429
buccan,QLD,4207
buccarumbi,NSW,2460
buchan,VIC,3885
buchan south,VIC,3885
buchanan,NSW,2323
buchanan,SA,5374
buchfelde,SA,5118
buckajo,NSW,2550
buckaroo,NSW,2850
buckenbowra,NSW,2536
buckenderra,NSW,2630
buckendoon,NSW,2472
bucketty,NSW,2250
buckingham,WA,6225
buckingham,SA,5270
buckingham,QLD,4825
buckland,TAS,7190
buckland,WA,6401
buckland,QLD,4722
buckland,VIC,3740
buckland park,SA,5120
buckleboo,SA,5641
buckley,VIC,3240
buckley swamp,VIC,3301
buckra bendinni,NSW,2449
buckrabanyule,VIC,3525
budawang,NSW,2622
buddabadah,NSW,2825
budden,NSW,2849
budderoo,NSW,2535
buddina,QLD,4575
buddong,NSW,2720
buderim,QLD,4556
budgee,QLD,4359
budgee budgee,VIC,3862
budgee budgee,NSW,2850
budgeree,VIC,3870
budgerum east,VIC,3579
budgewoi,NSW,2262
budgewoi peninsula,NSW,2262
budgong,NSW,2577
buff point,NSW,2262
buffalo,VIC,3958
buffalo river,VIC,3737
bugaldie,NSW,2357
bugle hut,SA,5311
bugle ranges,SA,5251
queen victoria building,NSW,1230
builyan,QLD,4680
bukali,QLD,4630
bukalong,NSW,2632
bukkulla,NSW,2360
bulahdelah,NSW,2423
bulart,VIC,3314
buldah,VIC,3890
bulee,NSW,2622
bulga,NSW,2330
bulga,VIC,3586
bulga forest,NSW,2429
bulgana,VIC,3377
bulgarra,WA,6714
bulgary,NSW,2650
bulgun,QLD,4854
bulimba,QLD,4171
bull creek,SA,5157
bull creek,WA,6149
bulla,NSW,2835
bulla,VIC,3428
bulla creek,NSW,2594
bullabulling,WA,6429
bullaburra,NSW,2784
bullagreen,NSW,2824
bullaharre,VIC,3266
bullarah,NSW,2400
bullaring,WA,6373
bullarook,VIC,3352
bullarto,VIC,3461
bullarto south,VIC,3461
bullatale,NSW,2710
bullawa creek,NSW,2390
bullcamp,QLD,4615
bulldog,NSW,2469
bulleen,VIC,3105
bullengarook,VIC,3437
buller,WA,6532
bullfinch,WA,6484
bulli,NSW,2516
bulli creek,QLD,4357
bulliac,NSW,2422
bullio,NSW,2575
bullioh,VIC,3700
bullock hills,WA,6317
bullsbrook,WA,6084
bullumwaal,VIC,3875
bullyard,QLD,4671
buln buln,VIC,3821
buln buln east,VIC,3821
bulong,WA,6431
bulwer,QLD,4025
bulyee,WA,6306
bulyeroi,NSW,2387
bumbaldry,NSW,2794
bumbalong,NSW,2626
bumberrah,VIC,3902
bumberry,NSW,2870
bumbunga,SA,5520
bunbartha,VIC,3634
bunburra,QLD,4310
bunbury,WA,6231
bunbury,WA,6230
bunbury,SA,5266
bundabah,NSW,2324
bundaberg,QLD,4670
bundaberg central,QLD,4670
bundaberg dc,QLD,4670
bundaberg east,QLD,4670
bundaberg north,QLD,4670
bundaberg south,QLD,4670
bundaberg west,QLD,4670
bundagen,NSW,2454
bundalaguah,VIC,3851
bundaleer gardens,SA,5491
bundaleer north,SA,5491
bundall,QLD,4217
bundalong,VIC,3730
bundalong south,VIC,3730
bundamba,QLD,4304
bundanoon,NSW,2578
bundanoon,WA,6522
bundara,VIC,3898
bundarra,NSW,2359
bundeena,NSW,2230
bundella,NSW,2343
bundemar,NSW,2823
bundewallah,NSW,2535
bundey,SA,5320
bunding,VIC,3342
bundjalung,NSW,2473
bundook,NSW,2422
bundoora,VIC,3083
bundure,NSW,2700
bung bong,VIC,3465
bungaba,NSW,2852
bungabbee,NSW,2480
bungadoo,QLD,4671
bungador,VIC,3260
bungal,VIC,3334
bungalally,VIC,3401
bungalora,NSW,2486
bungalow,QLD,4870
bungama,SA,5540
bungarby,NSW,2630
bungaree,VIC,3352
bungaree,SA,5464
bungaree,TAS,7256
bungarribee,NSW,2767
bungawalbin,NSW,2469
bungeet,VIC,3726
bungeet west,VIC,3726
bungendore,NSW,2621
bungeworgorai,QLD,4455
bungil,QLD,4455
bungil,VIC,3691
bungonia,NSW,2580
bungowannah,NSW,2640
bunguluke,VIC,3527
bungundarra,QLD,4703
bungunya,QLD,4494
bungwahl,NSW,2423
buniche,WA,6353
buninyong,VIC,3357
bunjil,WA,6620
bunjurgen,QLD,4310
bunkers hill,VIC,3352
bunnaloo,NSW,2731
bunnan,NSW,2337
buntine,WA,6613
bunya,QLD,4055
bunya creek,QLD,4655
bunya mountains,QLD,4405
bunyah,NSW,2429
bunyan,NSW,2630
bunyip,VIC,3815
bunyip north,VIC,3815
buragwonduc,VIC,3858
burakin,WA,6467
buraminya,WA,6452
buranda,QLD,4102
burbank,QLD,4156
burcher,NSW,2671
burdell,QLD,4818
burdett,SA,5253
bureen,NSW,2328
burekup,WA,6227
burges,WA,6302
burgowan,QLD,4659
burkes bridge,VIC,3568
burkes flat,VIC,3475
burketown,QLD,4830
burleigh,QLD,4822
burleigh dc,QLD,4220
burleigh heads,QLD,4220
burleigh town,QLD,4220
burleigh waters,QLD,4220
burlong,WA,6401
burma road,WA,6532
burnbank,VIC,3371
burncluith,QLD,4413
burnett creek,QLD,4310
burnett heads,QLD,4670
burnewang,VIC,3558
burnie,TAS,7320
burnley,VIC,3121
burnley north,VIC,3121
burns beach,WA,6028
burns creek,TAS,7212
burnsfield,SA,5520
burnside,WA,6285
burnside,SA,5066
burnside,QLD,4560
burnside,VIC,3023
burnside heights,VIC,3023
burnt bridge,NSW,2440
burnt yards,NSW,2792
buronga,NSW,2739
burpengary,QLD,4505
burpengary dc,QLD,4505
burpengary east,QLD,4505
burra,SA,5417
burra,NSW,2653
burra,NSW,2620
burra creek,NSW,2722
burraboi,NSW,2732
burracoppin,WA,6421
burradoo,NSW,2576
burraga,NSW,2795
burragate,NSW,2550
burramboot,VIC,3559
burramine,VIC,3730
burramine south,VIC,3730
burran rock,WA,6490
burrandana,NSW,2650
burraneer,NSW,2230
burrangong,NSW,2594
burrapine,NSW,2447
burrawang,NSW,2577
burrell creek,NSW,2429
burren junction,NSW,2386
burrier,NSW,2540
burrill lake,NSW,2539
burringbar,NSW,2483
burrinjuck,NSW,2582
burroway,NSW,2821
burrowye,VIC,3709
burrum heads,QLD,4659
burrum river,QLD,4659
burrum town,QLD,4659
burrumbeet,VIC,3352
burrumbuttock,NSW,2642
burrundulla,NSW,2850
burrungule,SA,5291
burrup,WA,6714
burswood,WA,6100
burton,QLD,4742
burton,SA,5110
burua,QLD,4680
burwood,VIC,3125
burwood,NSW,1805
burwood,NSW,2134
burwood east,VIC,3151
burwood heights,VIC,3151
burwood heights,NSW,2136
burwood north,NSW,2134
busby,NSW,2168
busbys flat,NSW,2469
bushells ridge,NSW,2259
bushfield,VIC,3281
bushland beach,QLD,4818
bushley,QLD,4702
bushy park,TAS,7140
bushy park,VIC,3860
busselton,WA,6280
butchers creek,QLD,4885
butchers ridge,VIC,3885
bute,SA,5560
butler,SA,5605
butler,WA,6036
butlers gorge,TAS,7140
buttaba,NSW,2283
buttai,NSW,2323
butterwick,NSW,2321
buxton,VIC,3711
buxton,QLD,4660
buxton,NSW,2571
byabarra,NSW,2446
byadbo wilderness,NSW,2628
byaduk,VIC,3301
byaduk north,VIC,3300
byangum,NSW,2484
byawatha,VIC,3678
bybera,QLD,4387
byee,QLD,4605
byellee,QLD,4680
byfield,QLD,4703
byford,WA,6122
bylands,VIC,3762
bylong,NSW,2849
bymount,QLD,4455
byng,NSW,2800
byrneside,VIC,3617
byrnestown,QLD,4625
byrock,NSW,2831
byron bay,NSW,2481
byrrill creek,NSW,2484
bywong,NSW,2621
cabarita,VIC,3505
cabarita,NSW,2137
cabarita beach,NSW,2488
cabarlah,QLD,4352
cabbage tree,VIC,3364
cabbage tree creek,VIC,3889
cabbage tree island,NSW,2430
cabbage tree island,NSW,2477
cable beach,WA,6726
caboolture,QLD,4510
caboolture bc,QLD,4510
caboolture south,QLD,4510
caboonbah,QLD,4312
cabramatta,NSW,2166
cabramatta west,NSW,2166
cabramurra,NSW,2629
caddens,NSW,2747
cadell,SA,5321
cadell lagoon,SA,5321
cadello,VIC,3442
cadgee,SA,5271
cadgee,NSW,2545
cadia,NSW,2800
cadoux,WA,6466
caerleon,NSW,2850
caffey,QLD,4343
caffreys flat,NSW,2424
caiguna,WA,6443
cainbable,QLD,4285
cairdbeign,QLD,4722
cairncross,NSW,2446
cairnlea,VIC,3023
cairns,QLD,4870
cairns bay,TAS,7116
cairns city,QLD,4870
cairns dc,QLD,4870
cairns north,QLD,4870
calala,NSW,2340
calamia,NSW,2460
calamvale,QLD,4116
calavos,QLD,4670
calca,SA,5671
calcium,QLD,4816
calder,TAS,7325
calder park,VIC,3037
caldermeade,VIC,3984
caldervale,QLD,4478
calderwood,NSW,2527
caldwell,NSW,2710
calen,QLD,4798
calga,NSW,2250
calgoa,QLD,4570
calico creek,QLD,4570
califat,NSW,2729
california gully,VIC,3556
calimo,NSW,2710
calingiri,WA,6569
calingunee,QLD,4390
caliph,SA,5310
calista,WA,6167
calivil,VIC,3573
caljie,WA,6302
callaghan,NSW,2308
callaghans creek,NSW,2422
callala bay,NSW,2540
callala beach,NSW,2540
callandoon,QLD,4390
callawadda,VIC,3387
callcup,WA,6260
callemondah,QLD,4680
callide,QLD,4715
callignee,VIC,3844
callignee north,VIC,3844
callignee south,VIC,3844
callington,SA,5254
calliope,NSW,2462
calliope,QLD,4680
calomba,SA,5501
caloola,NSW,2795
caloote,SA,5254
caloundra,QLD,4551
caloundra dc,QLD,4551
caloundra west,QLD,4551
calrossie,VIC,3971
caltowie,SA,5490
caltowie north,SA,5490
caltowie west,SA,5490
